train_acc,train_loss,val_acc,val_loss,curr_epoch
0.18451948051948053,3.9336271,0.2712,2.075427,0
0.2652246272246272,1.9960356,0.308,1.9219698,1
0.31913112073112077,1.8591819,0.3416,1.8736777,2
0.3613219817219817,1.7428141,0.41039999999999993,1.6225543,3
0.4021233285233286,1.641038,0.43760000000000004,1.574423,4
0.4365610389610389,1.5530651,0.486,1.4676803,5
0.4628475228475229,1.4772184,0.5084,1.3701211,6
0.49176180856180857,1.4039801,0.5328,1.2954309,7
0.5166004810004811,1.3368896,0.5464,1.269778,8
0.5238766714766715,1.3266845,0.5468,1.2770568,9
0.5598202982202982,1.2286803,0.562,1.2389784,10
0.5769248677248677,1.1790981,0.604,1.141975,11
0.5980311688311689,1.1157268,0.6096,1.1274818,12
0.6200890812890812,1.0600436,0.6272000000000001,1.0726513,13
0.6320898508898508,1.0241144,0.6172,1.1093818,14
0.6524886964886966,0.9654614,0.6324000000000001,1.0536599,15
0.6743155363155363,0.9131695,0.6503999999999999,1.0582504,16
0.6866791726791726,0.8715576,0.6372,1.0722227,17
0.6947936507936507,0.8459842,0.6539999999999999,1.0352048,18
0.714527946127946,0.7908434,0.6548,1.0486294,19
0.7289469937469938,0.75364923,0.6536,1.0515393,20
0.7414439634439633,0.71293294,0.6552000000000001,1.0392091,21
0.7543772967772968,0.6808194,0.6488,1.1317382,22
0.762605291005291,0.6545625,0.6716000000000001,1.0379676,23
0.7728709956709957,0.6278445,0.6751999999999999,1.0712816,24
0.7814630110630112,0.60196835,0.6560000000000001,1.1456976,25
0.7862237614237614,0.5893332,0.6572,1.1504867,26
0.7974239538239538,0.5573753,0.6732,1.1628238,27
0.8038045214045214,0.538529,0.6807999999999998,1.0782859,28
0.8091018759018759,0.52317095,0.6628000000000001,1.1930383,29
0.8144727272727273,0.5089948,0.6672,1.2397082,30
0.8208146224146226,0.48743665,0.6807999999999998,1.1627731,31
0.827977489177489,0.47286433,0.6708000000000002,1.2199321,32
0.8291967291967293,0.46322933,0.6880000000000002,1.165087,33
0.8319772967772967,0.45936525,0.672,1.2205329,34
0.8342451178451178,0.450089,0.6688000000000001,1.2364715,35
0.8397483405483406,0.4424625,0.68,1.2871455,36
0.8393670033670033,0.43667144,0.6848000000000001,1.2060567,37
0.844606253006253,0.42520192,0.6668000000000001,1.2280635,38
0.8455020683020683,0.4215102,0.6784,1.258351,39
0.8457483405483405,0.4184958,0.6864,1.2170284,40
