train_acc,train_loss,val_acc,val_loss,curr_epoch
0.34375,1.750001,0.4927159926470588,1.3633602,0
0.4995659722222222,1.363895,0.5817095588235295,1.1671717,1
0.563424059139785,1.2026066,0.6110983455882353,1.07724,2
0.6015554995519714,1.1035696,0.630859375,1.0297837,3
0.6290602598566308,1.0372396,0.6539292279411765,0.95856076,4
0.6574890793010753,0.9575128,0.6742417279411764,0.9337368,5
0.6779443884408602,0.90955704,0.6900735294117647,0.8634615,6
0.6930723566308244,0.8618249,0.7108226102941176,0.8330878,7
0.712631608422939,0.81905824,0.7260110294117647,0.7952083,8
0.7214241711469535,0.7843247,0.7329044117647059,0.7790902,9
0.7350400425627239,0.7577525,0.7259650735294118,0.8130342,10
0.742425515232975,0.7296067,0.7594209558823529,0.72100127,11
0.7559993839605734,0.69692117,0.7425321691176471,0.73660314,12
0.765407986111111,0.6764363,0.7661075367647059,0.6810658,13
0.7742985551075269,0.64760524,0.771875,0.6640131,14
0.7777567764336917,0.6310657,0.7651884191176471,0.6627172,15
0.7854992719534051,0.6131,0.7768152573529412,0.637132,16
0.7945998543906809,0.59423107,0.7780790441176471,0.645129,17
0.797624047939068,0.57830036,0.775390625,0.6364806,18
0.8058565748207884,0.55971473,0.79140625,0.6113113,19
0.8097908266129032,0.54522556,0.7641084558823529,0.7096333,20
0.816168234767025,0.52625823,0.7936121323529413,0.62069476,21
0.8195984543010753,0.51603395,0.79296875,0.62187296,22
0.8231686827956989,0.50564003,0.8088005514705883,0.5818056,23
0.8299451164874552,0.48822743,0.7933134191176471,0.60483426,24
0.8320592517921147,0.48087418,0.8002987132352942,0.5874366,25
0.8327172939068099,0.47744176,0.8073988970588235,0.5817528,26
0.8409358198924731,0.45920396,0.7958180147058823,0.58459747,27
0.8423009072580645,0.45147607,0.8028033088235293,0.59632194,28
0.847439236111111,0.43900907,0.8107996323529412,0.55210656,29
0.851800515232975,0.42370245,0.8072840073529411,0.5985975,30
0.8546426971326164,0.4111132,0.8188648897058824,0.5526997,31
0.8579819108422938,0.40822414,0.8193014705882353,0.5345403,32
0.8615311379928315,0.39668,0.8130514705882353,0.5638796,33
0.8630082325268817,0.39052737,0.8160845588235294,0.5255206,34
0.8665784610215054,0.38141063,0.815234375,0.53648186,35
0.8694556451612904,0.3731368,0.8177849264705882,0.5374222,36
0.8711847558243728,0.36899385,0.8177389705882353,0.55674,37
0.8761690748207884,0.35764992,0.8166590073529412,0.5171418,38
0.8781712029569892,0.35257795,0.8232536764705882,0.516075,39
0.8800963261648745,0.3406077,0.8318474264705882,0.525241,40
0.8820354502688172,0.33364433,0.8224264705882354,0.52211726,41
0.8842125896057347,0.3264065,0.8261488970588236,0.53086257,42
0.889917954749104,0.3163907,0.8442095588235293,0.49234223,43
0.8902749775985663,0.31283554,0.81796875,0.57676995,44
0.8940552195340502,0.30405825,0.8324908088235293,0.5164183,45
0.8967713933691756,0.2977991,0.8386488970588235,0.51706505,46
0.8980384744623656,0.29240832,0.8227251838235293,0.51175445,47
0.8989695340501792,0.28824443,0.8303308823529412,0.5104193,48
0.903526825716846,0.27553195,0.8379595588235293,0.50253475,49
0.9063060035842293,0.26823136,0.8271599264705882,0.51529396,50
0.9059139784946236,0.270854,0.8255974264705882,0.53961825,51
0.9069080421146954,0.26414657,0.8361902573529412,0.50696945,52
0.9109403001792116,0.25585127,0.8208180147058824,0.5602804,53
0.9119973678315412,0.25023568,0.8298943014705882,0.54413396,54
0.9137544802867384,0.24524832,0.8311580882352942,0.5348598,55
0.9147975470430108,0.24472575,0.8306295955882353,0.5487994,56
0.9179057459677419,0.2350678,0.8384880514705882,0.5358967,57
0.9220010080645161,0.22769278,0.8454273897058824,0.50122243,58
0.9222740255376344,0.2202702,0.8414751838235294,0.51068884,59
0.9243251568100358,0.21775535,0.8380055147058825,0.5388548,60
0.9252982190860215,0.2141583,0.8391773897058824,0.52293265,61
0.9243181563620072,0.21148431,0.8475183823529411,0.51675457,62
0.9264952956989247,0.20882449,0.8435202205882353,0.5076415,63
0.9296314964157707,0.20190409,0.8426011029411764,0.49964085,64
0.929946516577061,0.19990663,0.8374540441176471,0.54077095,65
0.9327186939964158,0.19324215,0.8415211397058824,0.5094615,66
0.933334733422939,0.18832298,0.8410845588235294,0.5170711,67
0.9330337141577062,0.18827842,0.8391773897058824,0.5311671,68
0.9362049171146954,0.17937204,0.8340992647058825,0.53454185,69
0.9356238799283154,0.18013304,0.8438648897058825,0.5077655,70
0.9360019041218638,0.18216178,0.8366268382352942,0.55336046,71
0.936274921594982,0.17900291,0.8457261029411764,0.51422346,72
0.9393621191756272,0.17112267,0.8450367647058824,0.5175186,73
0.9421832997311828,0.16524047,0.8489430147058824,0.575509,74
0.942414314516129,0.16368398,0.8509420955882353,0.5437366,75
0.9427853382616487,0.16225527,0.8434742647058824,0.56923145,76
0.9457115255376344,0.1555881,0.8345818014705882,0.591406,77
0.9469716061827957,0.14887868,0.8479090073529412,0.539823,78
0.9458865367383513,0.15310858,0.8469439338235294,0.53805673,79
0.9454455085125448,0.15356791,0.8454273897058824,0.54665333,80
0.9496877800179212,0.14212415,0.8426930147058824,0.5745243,81
0.9524599574372761,0.13609205,0.8534926470588236,0.5634781,82
0.9522429435483871,0.13570042,0.8487591911764707,0.5692654,83
0.9534680219534051,0.13274199,0.8390854779411765,0.5970028,84
0.9528099798387096,0.13581741,0.8534466911764707,0.56163025,85
0.9542800739247311,0.13061358,0.8428308823529411,0.58245856,86
0.9526139672939068,0.13490874,0.8440027573529412,0.58845437,87
0.9535870295698925,0.13210979,0.8485064338235293,0.55593747,88
0.9546440972222223,0.12526551,0.8440027573529412,0.6307124,89
0.957976310483871,0.11958586,0.8489430147058824,0.5713013,90
0.9620505712365591,0.11052634,0.8488970588235294,0.62190396,91
0.9603984655017922,0.113821514,0.8465992647058824,0.5658219,92
0.9595304099462365,0.11291934,0.8507582720588236,0.58895886,93
0.9575772849462365,0.119015634,0.8495404411764707,0.6077547,94
0.9627506160394266,0.10676201,0.8468060661764707,0.5780127,95
0.9620505712365591,0.10767307,0.8450367647058824,0.64049363,96
0.9605174731182796,0.11454289,0.8508042279411765,0.57935846,97
0.9651797715053764,0.09930867,0.8547564338235294,0.58196497,98
0.9647317428315412,0.10131147,0.8465533088235293,0.6396355,99
